# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8625147750795
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                     
# ........  ........  ...............  ..........................  ...........................................................................................................................................................................
#
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c3c2
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c45682
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] jbd2_journal_get_descriptor_buffer
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000020803
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0e59
     0.00%     0.00%  kworker/16:4     [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/16:4     [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/16:4     [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dac9
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c80224
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] __prepare_to_swait
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c86159
     0.00%     0.00%  tclsh8.6         libc-2.28.so                [.] malloc
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] pvclock_gtod_notify
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8e3d6
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]           [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5f56
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9c041
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] blk_mq_sched_restart
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9d5b4
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000de552c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d748c0
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] update_min_vruntime
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]           [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                    [.] pthread_self@plt
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] set_task_cpu
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] enqueue_task_fair
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9bb26
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] __queue_work
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] queue_delayed_work_on
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9aa9f
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z31check_column_grant_in_table_refP3THDP10TABLE_LISTPKcmP5Field
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca026b
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] _raw_spin_lock
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d4cc28
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] wake_affine
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_16
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000eb5f90
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] kick_ilb
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]           [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd3eac
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN9my_var_sp3setEP3THDP4Item
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] __alloc_pages
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]           [k] blk_mq_run_hw_queue
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z9parse_sqlP3THDP12Parser_stateP19Object_creation_ctxb
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5c38
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d8e457
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9ab33
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/31:1     [kernel.kallsyms]           [k] select_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dcdf17
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c80287
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] put_cpu_partial
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] unfreeze_partials
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f832
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/0:2      [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0084
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] page_vma_mapped_walk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] rmap_walk_anon
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] try_to_migrate
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]           [k] try_to_migrate_one
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  python3          [kernel.kallsyms]           [k] dup_mm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77ee4
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd294d
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000021090
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da19f0
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf65c
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12a86
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  perf             [kernel.kallsyms]           [k] ext4_reserve_inode_write
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2049
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] choose_new_asid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da03fc
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]           [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]           [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca1d14
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2e10
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN3THD12sp_eval_exprEP5FieldPP4Item
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d579f5
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da0a84
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9edd1
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK8Item_int12type_handlerEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9bb00
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_64
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007794a0
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/17:1H-k  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/17:1H-k  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77ec3
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] wb_do_writeback
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]           [k] wb_workfn
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd3e9b
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] strscpy
