# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6099289334419
#
# Children      Self  Command          Shared Object             Symbol                                                                                                                                                                           
# ........  ........  ...............  ........................  .................................................................................................................................................................................
#
     0.31%     0.01%  mariadbd         [kernel.kallsyms]         [k] __x64_sys_io_getevents
     0.31%     0.02%  swapper          [kernel.kallsyms]         [k] rebalance_domains
     0.31%     0.03%  tclsh8.6         [kernel.kallsyms]         [k] dequeue_task_fair
     0.31%     0.01%  mariadbd         [kernel.kallsyms]         [k] do_io_getevents
     0.31%     0.26%  swapper          [kernel.kallsyms]         [k] _raw_spin_lock
     0.30%     0.30%  mariadbd         libpthread-2.28.so        [.] __pthread_mutex_lock
     0.30%     0.05%  tclsh8.6         [kernel.kallsyms]         [k] select_task_rq_fair
     0.30%     0.01%  swapper          [kernel.kallsyms]         [k] amd_pmu_disable_all
     0.30%     0.05%  tclsh8.6         [kernel.kallsyms]         [k] skb_release_data
     0.30%     0.01%  mariadbd         [kernel.kallsyms]         [k] run_rebalance_domains
     0.30%     0.05%  mariadbd         [kernel.kallsyms]         [k] set_next_entity
     0.29%     0.01%  mariadbd         [kernel.kallsyms]         [k] copy_page_from_iter_atomic
     0.29%     0.29%  mariadbd         [kernel.kallsyms]         [k] native_sched_clock
     0.29%     0.28%  mariadbd         [kernel.kallsyms]         [k] _find_next_bit
     0.29%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] unix_stream_read_actor
     0.29%     0.04%  swapper          [kernel.kallsyms]         [k] load_balance
     0.28%     0.05%  swapper          [kernel.kallsyms]         [k] tick_nohz_idle_enter
     0.28%     0.01%  mariadbd         [kernel.kallsyms]         [k] read_events
     0.28%     0.04%  mariadbd         [kernel.kallsyms]         [k] rmap_walk_anon
     0.28%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] skb_copy_datagram_iter
     0.28%     0.01%  mariadbd         [kernel.kallsyms]         [k] __mark_inode_dirty
     0.28%     0.01%  mariadbd         [kernel.kallsyms]         [k] __smp_call_single_queue
     0.28%     0.00%  mariadbd         [kernel.kallsyms]         [k] grab_cache_page_write_begin
     0.27%     0.02%  tclsh8.6         [kernel.kallsyms]         [k] __skb_datagram_iter
     0.27%     0.27%  swapper          [kernel.kallsyms]         [k] __switch_to_asm
     0.27%     0.00%  mariadbd         [kernel.kallsyms]         [k] __sysvec_call_function
     0.27%     0.27%  mariadbd         [kernel.kallsyms]         [k] save_fpregs_to_fpstate
     0.27%     0.03%  swapper          [kernel.kallsyms]         [k] sched_clock_cpu
     0.26%     0.02%  tclsh8.6         [kernel.kallsyms]         [k] dequeue_entity
     0.26%     0.09%  kswapd0          [kernel.kallsyms]         [k] smp_call_function_many_cond
     0.26%     0.00%  kswapd0          [kernel.kallsyms]         [k] on_each_cpu_cond_mask
     0.25%     0.04%  mariadbd         [kernel.kallsyms]         [k] select_idle_core
     0.25%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] asm_sysvec_apic_timer_interrupt
     0.25%     0.03%  swapper          [kernel.kallsyms]         [k] hrtimer_next_event_without
     0.25%     0.00%  kswapd0          [kernel.kallsyms]         [k] arch_tlbbatch_flush
     0.25%     0.00%  kswapd0          [kernel.kallsyms]         [k] try_to_unmap_flush_dirty
     0.25%     0.18%  mariadbd         [kernel.kallsyms]         [k] check_preempt_wakeup
     0.25%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.25%     0.25%  swapper          [kernel.kallsyms]         [k] read_tsc
     0.24%     0.00%  mariadbd         [kernel.kallsyms]         [k] ext4_dirty_inode
     0.24%     0.05%  mariadbd         [kernel.kallsyms]         [k] skb_release_data
     0.24%     0.04%  tclsh8.6         [kernel.kallsyms]         [k] select_idle_sibling
     0.24%     0.13%  mariadbd         [kernel.kallsyms]         [k] __update_blocked_fair
     0.23%     0.00%  kswapd0          [kernel.kallsyms]         [k] do_shrink_slab
     0.23%     0.23%  swapper          [kernel.kallsyms]         [k] native_sched_clock
     0.23%     0.07%  mariadbd         [kernel.kallsyms]         [k] __unqueue_futex
     0.23%     0.11%  mariadbd         [kernel.kallsyms]         [k] put_prev_entity
     0.23%     0.01%  mariadbd         [kernel.kallsyms]         [k] touch_atime
     0.23%     0.16%  swapper          [kernel.kallsyms]         [k] __hrtimer_next_event_base
     0.23%     0.02%  mariadbd         [kernel.kallsyms]         [k] nvme_pci_setup_prps
     0.23%     0.01%  swapper          [kernel.kallsyms]         [k] _nohz_idle_balance.constprop.0.isra.0
     0.23%     0.01%  mariadbd         [kernel.kallsyms]         [k] kmalloc_reserve
     0.22%     0.11%  mariadbd         [kernel.kallsyms]         [k] reweight_entity
     0.22%     0.05%  mariadbd         [kernel.kallsyms]         [k] try_charge_memcg
     0.22%     0.01%  mariadbd         [kernel.kallsyms]         [k] unix_stream_read_actor
     0.22%     0.22%  mariadbd         [kernel.kallsyms]         [k] __entry_text_start
     0.22%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] ttwu_do_activate
     0.22%     0.16%  mariadbd         [kernel.kallsyms]         [k] kmem_cache_alloc
     0.22%     0.09%  tclsh8.6         [kernel.kallsyms]         [k] kfree
     0.22%     0.15%  mariadbd         [kernel.kallsyms]         [k] __kmalloc_node_track_caller
     0.22%     0.00%  mariadbd         [kernel.kallsyms]         [k] skb_copy_datagram_iter
     0.22%     0.04%  swapper          [kernel.kallsyms]         [k] clockevents_program_event
     0.22%     0.02%  mariadbd         [kernel.kallsyms]         [k] submit_bio_noacct
     0.22%     0.02%  swapper          [kernel.kallsyms]         [k] update_blocked_averages
     0.22%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.22%     0.01%  swapper          [kernel.kallsyms]         [k] quiet_vmstat
     0.22%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] hrtimer_interrupt
     0.22%     0.05%  tclsh8.6         [kernel.kallsyms]         [k] enqueue_task_fair
     0.21%     0.03%  mariadbd         [kernel.kallsyms]         [k] gup_pud_range.constprop.0
     0.21%     0.03%  swapper          [kernel.kallsyms]         [k] __hrtimer_start_range_ns
     0.21%     0.05%  tclsh8.6         [kernel.kallsyms]         [k] refill_obj_stock
     0.21%     0.01%  mariadbd         [kernel.kallsyms]         [k] __skb_datagram_iter
     0.21%     0.08%  mariadbd         [kernel.kallsyms]         [k] __es_insert_extent
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] skb_release_head_state
     0.21%     0.02%  mariadbd         [kernel.kallsyms]         [k] pick_next_task_idle
     0.21%     0.05%  tclsh8.6         [kernel.kallsyms]         [k] syscall_exit_work
     0.21%     0.06%  swapper          [kernel.kallsyms]         [k] get_next_timer_interrupt
     0.20%     0.07%  swapper          [kernel.kallsyms]         [k] need_update
     0.20%     0.13%  mariadbd         [kernel.kallsyms]         [k] dma_pool_alloc
     0.20%     0.18%  mariadbd         [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.20%     0.20%  swapper          [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.20%     0.04%  mariadbd         [kernel.kallsyms]         [k] refill_obj_stock
     0.20%     0.01%  swapper          [kernel.kallsyms]         [k] try_to_wake_up
     0.20%     0.02%  tclsh8.6         [kernel.kallsyms]         [k] unix_destruct_scm
     0.20%     0.03%  mariadbd         [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.20%     0.20%  tclsh8.6         [kernel.kallsyms]         [k] copy_user_generic_string
     0.20%     0.09%  tclsh8.6         [kernel.kallsyms]         [k] update_load_avg
     0.20%     0.11%  swapper          [kernel.kallsyms]         [k] x86_pmu_disable_all
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.19%     0.09%  tclsh8.6         [kernel.kallsyms]         [k] sock_poll
     0.19%     0.01%  mariadbd         [kernel.kallsyms]         [k] nvme_pci_complete_rq
     0.19%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] __run_hrtimer
     0.19%     0.18%  mariadbd         [kernel.kallsyms]         [k] __get_user_nocheck_4
     0.19%     0.05%  mariadbd         [kernel.kallsyms]         [k] submit_bio_checks
     0.19%     0.00%  mariadbd         [kernel.kallsyms]         [k] __x64_sys_fdatasync
     0.19%     0.19%  mariadbd         mariadbd                  [.] 0x0000000000d29823
     0.19%     0.02%  mariadbd         [kernel.kallsyms]         [k] mempool_alloc
     0.19%     0.00%  mariadbd         [kernel.kallsyms]         [k] delete_from_swap_cache
     0.19%     0.00%  mariadbd         [kernel.kallsyms]         [k] ext4_sync_file
     0.19%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] obj_cgroup_charge_pages
     0.19%     0.13%  mariadbd         [kernel.kallsyms]         [k] __update_idle_core
     0.19%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] tick_sched_timer
     0.19%     0.00%  mariadbd         [kernel.kallsyms]         [k] free_swap_cache
     0.19%     0.03%  mariadbd         [kernel.kallsyms]         [k] submit_bio
     0.19%     0.19%  mariadbd         [kernel.kallsyms]         [k] update_min_vruntime
     0.18%     0.00%  mariadbd         [kernel.kallsyms]         [k] __ext4_mark_inode_dirty
     0.18%     0.18%  mariadbd         [kernel.kallsyms]         [k] send_call_function_single_ipi
     0.18%     0.01%  mariadbd         [kernel.kallsyms]         [k] obj_cgroup_charge_pages
     0.18%     0.17%  mariadbd         [kernel.kallsyms]         [k] up_read
     0.18%     0.00%  mariadbd         [kernel.kallsyms]         [k] try_to_free_swap.part.0
     0.18%     0.18%  mariadbd         [kernel.kallsyms]         [k] __const_udelay
     0.18%     0.13%  swapper          [kernel.kallsyms]         [k] asm_sysvec_reschedule_ipi
     0.18%     0.18%  mariadbd         [kernel.kallsyms]         [k] __list_add_valid
     0.18%     0.06%  mariadbd         [kernel.kallsyms]         [k] gup_pmd_range.constprop.0
     0.18%     0.06%  tclsh8.6         [kernel.kallsyms]         [k] sock_wfree
     0.18%     0.18%  swapper          [kernel.kallsyms]         [k] __switch_to
     0.18%     0.18%  swapper          [kernel.kallsyms]         [k] llist_reverse_order
     0.18%     0.09%  mariadbd         [kernel.kallsyms]         [k] cpumask_next_wrap
     0.18%     0.02%  tclsh8.6         [kernel.kallsyms]         [k] try_charge_memcg
     0.18%     0.07%  mariadbd         [kernel.kallsyms]         [k] irqtime_account_irq
     0.18%     0.00%  mariadbd         [kernel.kallsyms]         [k] page_referenced
     0.18%     0.00%  mariadbd         [kernel.kallsyms]         [k] page_check_references.isra.0
     0.18%     0.16%  mariadbd         [kernel.kallsyms]         [k] ktime_get_update_offsets_now
     0.17%     0.14%  mariadbd         [kernel.kallsyms]         [k] blk_mq_rq_ctx_init.constprop.0
     0.17%     0.01%  kswapd0          [kernel.kallsyms]         [k] page_referenced
     0.17%     0.03%  mariadbd         [kernel.kallsyms]         [k] cpumask_next
     0.17%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] kmalloc_reserve
     0.17%     0.13%  mariadbd         [kernel.kallsyms]         [k] kmem_cache_free
     0.17%     0.03%  mariadbd         [kernel.kallsyms]         [k] rmqueue
     0.17%     0.17%  mariadbd         mariadbd                  [.] crc32c_3way
     0.17%     0.06%  mariadbd         [kernel.kallsyms]         [k] update_rq_clock
     0.17%     0.02%  tclsh8.6         [kernel.kallsyms]         [k] exit_to_user_mode_prepare
     0.17%     0.12%  mariadbd         [kernel.kallsyms]         [k] flush_tlb_func
     0.17%     0.17%  mariadbd         libpthread-2.28.so        [.] __pthread_mutex_unlock_usercnt
     0.17%     0.12%  tclsh8.6         [kernel.kallsyms]         [k] __kmalloc_node_track_caller
     0.17%     0.01%  mariadbd         [kernel.kallsyms]         [k] remove_entity_load_avg
     0.17%     0.01%  mariadbd         [kernel.kallsyms]         [k] plist_del
     0.16%     0.16%  mariadbd         mariadbd                  [.] _Z16dispatch_command19enum_server_commandP3THDPcjb
     0.16%     0.02%  mariadbd         [kernel.kallsyms]         [k] __blk_mq_alloc_request
     0.16%     0.01%  mariadbd         [kernel.kallsyms]         [k] skb_copy_datagram_from_iter
     0.16%     0.16%  swapper          [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] tick_sched_handle
     0.16%     0.01%  tclsh8.6         [kernel.kallsyms]         [k] update_process_times
     0.16%     0.10%  tclsh8.6         [kernel.kallsyms]         [k] drain_obj_stock
     0.16%     0.00%  mariadbd         [kernel.kallsyms]         [k] detach_tasks
     0.16%     0.04%  swapper          [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.16%     0.01%  swapper          [kernel.kallsyms]         [k] iomap_dio_bio_end_io
     0.16%     0.09%  mariadbd         [kernel.kallsyms]         [k] drain_obj_stock
     0.16%     0.01%  mariadbd         [kernel.kallsyms]         [k] free_swap_slot
     0.16%     0.16%  mariadbd         mariadbd                  [.] 0x0000000000d2985d
     0.16%     0.03%  tclsh8.6         [kernel.kallsyms]         [k] pick_next_task_fair
     0.16%     0.07%  mariadbd         [kernel.kallsyms]         [k] __check_object_size.part.0
     0.15%     0.00%  mariadbd         [kernel.kallsyms]         [k] file_write_and_wait_range
     0.15%     0.04%  mariadbd         [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.15%     0.10%  tclsh8.6         [kernel.kallsyms]         [k] __audit_syscall_exit
     0.15%     0.11%  kswapd0          [kernel.kallsyms]         [k] count_shadow_nodes
     0.15%     0.01%  swapper          [kernel.kallsyms]         [k] find_busiest_group
     0.15%     0.04%  tclsh8.6         [kernel.kallsyms]         [k] __fget_light
     0.15%     0.01%  swapper          [kernel.kallsyms]         [k] irq_enter_rcu
     0.15%     0.02%  tclsh8.6         [kernel.kallsyms]         [k] switch_fpu_return
     0.15%     0.01%  kswapd0          [kernel.kallsyms]         [k] rmap_walk_anon
     0.15%     0.03%  tclsh8.6         [kernel.kallsyms]         [k] _copy_to_iter
     0.15%     0.14%  mariadbd         [kernel.kallsyms]         [k] read_tsc
     0.15%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_slab_memcg
     0.15%     0.00%  mariadbd         [kernel.kallsyms]         [k] __lock_page_or_retry
     0.15%     0.06%  tclsh8.6         [kernel.kallsyms]         [k] update_curr
     0.15%     0.15%  mariadbd         [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.15%     0.01%  mariadbd         [kernel.kallsyms]         [k] wait_on_page_bit_common
     0.14%     0.02%  mariadbd         [kernel.kallsyms]         [k] __check_block_validity.constprop.0
     0.14%     0.00%  mariadbd         [kernel.kallsyms]         [k] __block_write_begin_int
     0.14%     0.04%  swapper          [kernel.kallsyms]         [k] cpuidle_governor_latency_req
     0.14%     0.14%  mariadbd         [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.14%     0.11%  mariadbd         [kernel.kallsyms]         [k] __kmalloc
     0.14%     0.04%  tclsh8.6         [kernel.kallsyms]         [k] enqueue_entity
     0.14%     0.08%  tclsh8.6         [kernel.kallsyms]         [k] __check_object_size.part.0
     0.14%     0.00%  mariadbd         [kernel.kallsyms]         [k] swapcache_free_entries
     0.14%     0.03%  swapper          [kernel.kallsyms]         [k] tick_irq_enter
     0.14%     0.04%  tclsh8.6         [kernel.kallsyms]         [k] select_idle_cpu
     0.14%     0.01%  mariadbd         [kernel.kallsyms]         [k] file_update_time
     0.14%     0.06%  mariadbd         [kernel.kallsyms]         [k] blk_mq_get_tag
     0.14%     0.02%  swapper          [kernel.kallsyms]         [k] update_sd_lb_stats.constprop.0
     0.14%     0.07%  mariadbd         [kernel.kallsyms]         [k] __rq_qos_throttle
     0.14%     0.14%  swapper          [kernel.kallsyms]         [k] __update_load_avg_se
     0.14%     0.00%  mariadbd         [kernel.kallsyms]         [k] aio_read
     0.14%     0.01%  mariadbd         [kernel.kallsyms]         [k] __queue_work
     0.14%     0.14%  mariadbd         [kernel.kallsyms]         [k] __rdgsbase_inactive
     0.14%     0.00%  mariadbd         [kernel.kallsyms]         [k] __filemap_fdatawrite_range
     0.14%     0.11%  mariadbd         [kernel.kallsyms]         [k] page_counter_try_charge
     0.14%     0.03%  mariadbd         [kernel.kallsyms]         [k] bio_alloc_bioset
     0.14%     0.00%  mariadbd         [kernel.kallsyms]         [k] try_to_unmap
     0.14%     0.12%  swapper          [kernel.kallsyms]         [k] update_rq_clock_task
     0.14%     0.14%  mariadbd         [kernel.kallsyms]         [k] prepare_task_switch
     0.14%     0.00%  mariadbd         [kernel.kallsyms]         [k] do_writepages
     0.13%     0.13%  mariadbd         [kernel.kallsyms]         [k] cpus_share_cache
     0.13%     0.00%  mariadbd         [kernel.kallsyms]         [k] io_schedule
     0.13%     0.00%  kswapd0          [kernel.kallsyms]         [k] shrink_active_list
     0.13%     0.08%  swapper          [kernel.kallsyms]         [k] refresh_cpu_vm_stats
     0.13%     0.00%  mariadbd         [kernel.kallsyms]         [k] ext4_writepages
