# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 13867351128519
#
# Children      Self  Command          Shared Object      Symbol                                           
# ........  ........  ...............  .................  .................................................
#
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]  [k] nvme_process_cq
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __cond_resched
     0.00%     0.00%  Thread-95        [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  Thread-95        [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]  [k] xa_get_order
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] do_futex
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] futex_wake
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] wake_up_q
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]  [k] xas_load
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]  [k] blk_attempt_plug_merge
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]  [k] __submit_bio
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]  [k] submit_bio
     0.00%     0.00%  ReadStage-12     [kernel.kallsyms]  [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]  [k] __wake_up_common
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]  [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]  [k] unlock_page
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]  [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]  [k] __read_swap_cache_async
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  ReadStage-10     [kernel.kallsyms]  [k] swapin_readahead
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]  [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] llist_reverse_order
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] ext4_es_insert_extent
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]  [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-139    [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.00%     0.00%  MutationStage-8  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]  [k] flush_tlb_func
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]  [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-115    [kernel.kallsyms]  [k] sysvec_call_function
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]  [k] futex_wake
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]  [k] do_futex
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-159    [kernel.kallsyms]  [k] PageHuge
     0.00%     0.00%  Thread-10        [kernel.kallsyms]  [k] update_cfs_group
     0.00%     0.00%  Thread-10        [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  Thread-10        [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  Thread-10        [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]  [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]  [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]  [k] sysvec_call_function
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] rcu_gp_kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] xa_load
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]  [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]  [k] sysvec_call_function
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __fdget_pos
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] iterate_groups
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]  [k] PageHuge
     0.00%     0.00%  Thread-38        libc.so.6          [.] 0x0000000000094ff7
     0.00%     0.00%  Thread-38        [kernel.kallsyms]  [k] __entry_text_start
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __bitmap_andnot
     0.00%     0.00%  ReadStage-123    [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]  [k] idle_cpu
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] sbitmap_get
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] __blk_mq_get_tag
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] __sbitmap_queue_get
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] __submit_bio
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] blk_mq_get_tag
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] ext4_readahead
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] read_pages
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] submit_bio
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] submit_bio_noacct
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] filemap_map_pages
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]  [k] ondemand_readahead
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]  [k] page_cache_async_ra
     0.00%     0.00%  Thread-116       [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  Thread-116       [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] new_sync_write
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] pipe_write
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] vfs_write
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] page_mapping
     0.00%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  Thread-32        [kernel.kallsyms]  [k] __wrgsbase_inactive
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]  [k] sync_regs
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]  [k] down_read_trylock
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] lru_cache_add
     0.00%     0.00%  kworker/u97:5-w  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] xas_load
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]  [k] xa_get_order
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]  [k] charge_memcg
     0.00%     0.00%  ReadStage-77     [kernel.kallsyms]  [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]  [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]  [k] __check_block_validity.constprop.0
     0.00%     0.00%  Thread-137       [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-137       [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-137       [kernel.kallsyms]  [k] switch_fpu_return
     0.00%     0.00%  Thread-137       [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]  [k] sbitmap_get
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]  [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]  [k] __blk_mq_get_tag
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]  [k] __sbitmap_queue_get
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]  [k] blk_mq_get_tag
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] filemap_map_pages
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]  [k] bio_associate_blkg
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] perf_event_ctx_lock_nested.constprop.0
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]  [k] find_vma
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] sugov_iowait_boost
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]  [k] available_idle_cpu
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] blk_io_schedule
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] io_schedule_timeout
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]  [k] schedule_timeout
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]  [k] __x86_indirect_thunk_rax
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]  [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]  [k] flush_tlb_func
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-120    [kernel.kallsyms]  [k] sysvec_call_function
     0.00%     0.00%  java             [kernel.kallsyms]  [k] idle_cpu
     0.00%     0.00%  ReadStage-140    [kernel.kallsyms]  [k] lru_cache_add
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]  [k] swapin_readahead
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]  [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __ext4_handle_dirty_metadata
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]  [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]  [k] alloc_pages
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]  [k] ondemand_readahead
     0.00%     0.00%  ReadStage-163    [kernel.kallsyms]  [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-96     [kernel.kallsyms]  [k] lru_gen_add_page
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]  [k] down_read_trylock
     0.00%     0.00%  ReadStage-4      [JIT] tid 2153     [.] 0x00007fd4c50006d1
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] __blk_rq_map_sg
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] blk_finish_plug
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]  [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-91     [kernel.kallsyms]  [k] _raw_read_lock
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]  [k] rmqueue_bulk
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]  [k] wake_up_q
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] dma_direct_map_sg
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] __dma_map_sg_attrs
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] dma_map_sg_attrs
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]  [k] lru_cache_add
     0.00%     0.00%  java             [kernel.kallsyms]  [k] do_wp_page
     0.00%     0.00%  java             [kernel.kallsyms]  [k] wp_page_copy
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __resolve_freq
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] get_next_freq
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] task_tick_fair
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]  [k] xas_start
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]  [k] rwsem_wake.isra.0
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]  [k] up_read
     0.00%     0.00%  java             [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]  [k] do_futex
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]  [k] futex_wake
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] down_read
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]  [k] rwsem_down_read_slowpath
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.00%     0.00%  Thread-73        [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-73        [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-73        [kernel.kallsyms]  [k] switch_fpu_return
     0.00%     0.00%  Thread-73        [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] futex_wake
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]  [k] wake_up_q
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]  [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]  [k] xas_start
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]  [k] xa_load
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] do_futex
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] do_syscall_64
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]  [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]  [k] do_set_pte
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] lru_add_drain
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  Thread-56        [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-56        [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-56        [kernel.kallsyms]  [k] switch_fpu_return
     0.00%     0.00%  Thread-56        [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]  [k] clear_page_erms
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]  [k] rmqueue_bulk
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] mutex_unlock
     0.00%     0.00%  java             [kernel.kallsyms]  [k] copy_page
     0.00%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] xa_load
     0.00%     0.00%  ReadStage-82     [kernel.kallsyms]  [k] ondemand_readahead
     0.00%     0.00%  ReadStage-82     [kernel.kallsyms]  [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]  [k] xas_load
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]  [k] native_write_msr
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]  [k] enqueue_task
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]  [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] kmalloc_slab
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] __kmalloc
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] blk_finish_plug
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] mempool_alloc
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] mempool_kmalloc
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]  [k] nvme_queue_rq
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] dma_pool_alloc
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] __submit_bio
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] blk_flush_plug_list
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  kworker/u97:2    [kernel.kallsyms]  [k] nvme_queue_rq
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] alloc_buffer_head
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] alloc_page_buffers
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]  [k] xas_create
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]  [k] __read_swap_cache_async
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]  [k] add_to_swap_cache
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]  [k] xas_create_range
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] unlock_page
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]  [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]  [k] __es_insert_extent
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]  [k] ext4_es_insert_extent
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]  [k] clear_buddies
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-65     [kernel.kallsyms]  [k] kmalloc_slab
