# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 50761234243824
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] css_next_descendant_pre
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] __mod_timer
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] format_decode
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] isolate_migratepages_block
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_fast_timekeeper
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get_with_offset
     0.00%     0.00%  kworker/22:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/22:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/22:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/22:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_dec
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __frontswap_store
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] insert_zspage
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lockref_put_return
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __lock_task_sighand
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raw_notifier_call_chain
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ima_file_check
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __ext4_get_inode_loc
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __ext4_iget
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] ext4_lookup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mark_inode_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_dirty_inode
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] file_modified
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] file_update_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_update_time
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] core_get_val
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __ptep_modify_prot_start
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] llist_reverse_order
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] prepare_to_swait_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] build_open_flags
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_curr_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] strncpy_from_user
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] detach_if_pending
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] insert_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_threshold
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] do_wp_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] fault_dirty_shared_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __msecs_to_jiffies
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] free_buffer_head
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] try_to_free_buffers
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_unused_fd_flags
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] pvclock_gtod_notify
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] compact_lock_irqsave
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpu_stop_queue_work
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] stop_one_cpu_nowait
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] wake_up_q
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_task_stat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_single_show
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_tgid_stat
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] account_idle_ticks
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] kmem_cache_alloc
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] free_unref_page
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] isolate_migratepages_block
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] active_load_balance_cpu_stop
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_is_cpu_rrupt_from_idle
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timespec64_add_safe
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_numa_find_cpu
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] kthread_is_per_cpu
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __mod_lruvec_state
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_endio
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] lru_cache_add
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] putback_lru_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] detach_entity_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] workingset_eviction
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] __writeback_single_inode
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] do_writepages
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] ext4_writepages
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] wb_workfn
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] writeback_sb_inodes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hugepage_vma_check
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __read_swap_cache_async
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] swapin_readahead
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_rmapping
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap_flush
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_work_tick
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __frontswap_store
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_swap_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] security_file_mprotect
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] inc_node_page_state
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] wb_over_bg_thresh
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_create_range
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] dec_zone_page_state
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] activate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_swap_page
     0.00%     0.00%  systemd-network  [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  systemd-network  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  top              [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  top              [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  top              [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_iowait_boost
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] raise_softirq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] obj_malloc
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zs_shrinker_count
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] count_memcg_page_event.isra.0
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] balance_dirty_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] balance_dirty_pages_ratelimited
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mem_cgroup_wb_stats
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ext4_da_write_begin
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/43     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __ext4_mark_inode_dirty
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_open
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] perf_swevent_stop
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] ext4_writepages
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] __writeback_single_inode
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] do_writepages
     0.00%     0.00%  kworker/u97:1    [kernel.kallsyms]      [k] writeback_sb_inodes
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_accelerate
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] psi_task_switch
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] close_fd
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __x2apic_send_IPI_dest
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/40:2-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __task_rq_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] module_put
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] update_io_ticks
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] can_migrate_task
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] uncharge_page
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_gp_cleanup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] swap_duplicate
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] strncpy
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __d_lookup
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/20     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __lookup_slow
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] path_lookupat
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_task_getsecid_subj
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] calc_global_load
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] apparmor_file_open
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/19:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cgroup_throttle_swaprate
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] offset_to_swap_extent
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] swap_page_sector
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __x64_sys_close
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __x64_sys_getpid
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_update_pf_stats
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vma_migratable
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __getblk_gfp
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] __getblk_slow
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] intel_cpufreq_trace
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] strlen
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  systemd-tmpfile  [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] ondemand_readahead
     0.00%     0.00%  cron             [kernel.kallsyms]      [k] page_cache_async_ra
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/40     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_vsyscall
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_gp_kthread_wake
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_report_qs_rnp
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swake_up_one
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] schedule_timeout
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/12     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] 0x00000000000a6bc9
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] deactivate_task
     0.00%     0.00%  migration/3      [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __calc_delta
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-resolve  [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  dbus-daemon      [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_wakeup
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  top              [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] kvmalloc_node
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpumask_next_and
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mntget
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irq_enter_rcu
     0.00%     0.00%  top              [kernel.kallsyms]      [k] mod_objcg_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] string
     0.00%     0.00%  kworker/u97:6-e  [kernel.kallsyms]      [k] mpage_submit_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_huge_zero_page_count
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] vmpressure
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] vmpressure
     0.00%     0.00%  top              [kernel.kallsyms]      [k] memcg_slab_free_hook
     0.00%     0.00%  top              [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __fput
     0.00%     0.00%  top              [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  top              [kernel.kallsyms]      [k] kmem_cache_free
