# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25690489329285
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __d_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] apparmor_file_alloc_security
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] raw_notifier_call_chain
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] build_open_flags
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_task_mm
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] try_to_migrate_one
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_file_mprotect
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __pmd_trans_huge_lock
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __get_task_comm
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_pid_permission
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kthread_is_per_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap_flush
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] filemap_map_pages
     0.00%     0.00%  top              [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_close
     0.00%     0.00%  top              [kernel.kallsyms]      [k] close_fd
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __page_cache_release
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] delayed_work_timer_fn
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/4      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] file_free_rcu
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] select_task_rq_fair
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] move_to_new_page
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_curr_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_fast_timekeeper
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] set_pfnblock_flags_mask
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_start_range_ns
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] strlen
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cursor_timer_handler
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queue_work_on
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __put_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] free_unref_page
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]      [k] collect_percpu_times
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.00%     0.00%  kworker/5:2-cgr  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] add_to_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] nd_jump_root
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] path_init
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] task_numa_migrate.isra.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] account_idle_ticks
     0.00%     0.00%  top              [kernel.kallsyms]      [k] lookup_fast
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  top              [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/7      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timespec64_add_safe
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] pvclock_gtod_notify
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_irq_exit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] swapin_readahead
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] offset_to_swap_extent
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_add_drain_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lru_add_drain
     0.00%     0.00%  top              [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] __x64_sys_execve
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] bprm_execve
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] do_execveat_common
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  (spawn)          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] stop_this_handle
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __ext4_journal_stop
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] jbd2_journal_stop
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ima_file_mprotect
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] __x64_sys_execve
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] bprm_execve
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_execveat_common
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] do_open_execat
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] link_path_walk.part.0
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] load_elf_binary
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] open_exec
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  python3          [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] multi_cpu_stop
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __ext4_journal_start_sb
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] jbd2__journal_start
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]      [k] hub_event
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_unused_fd_flags
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vm_normal_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] extfrag_for_order
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] page_add_new_anon_rmap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] invoke_rcu_core
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] poll_freewait
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] remove_wait_queue
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] release_pages
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] free_pages_and_swap_cache
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] tlb_finish_mmu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] bio_endio
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] end_swap_bio_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_throtl_bio
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] submit_bio_checks
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cgroup_e_css
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] llist_reverse_order
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] select_task_rq_fair
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __task_rq_lock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] isolate_zspage
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __fget_files
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __fdget
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __fget_light
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] policy_nodemask
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_run_queues
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] __writeback_single_inode
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] do_writepages
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] ext4_bio_write_page
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] ext4_writepages
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] mpage_submit_page
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  kworker/u98:1-e  [kernel.kallsyms]      [k] writeback_sb_inodes
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_pcp_prepare
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]      [k] update_rq_clock
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] rebalance_domains
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __x2apic_send_IPI_mask
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] native_send_call_func_ipi
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] x2apic_send_IPI_mask
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_next
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] expected_page_refs
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] arch_local_irq_enable
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] zs_page_isolate
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] clean_page_buffers
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] unlock_page_memcg
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __SetPageMovable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] arch_local_irq_disable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_nomem
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_swapcount
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] memset
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] drain_obj_stock
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] i_callback
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] memcg_slab_free_hook
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] obj_cgroup_uncharge
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] proc_free_inode
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] refill_obj_stock
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/7      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] do_page_add_anon_rmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_add_anon_rmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] remap_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] remove_migration_pte
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] remove_migration_ptes
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmap_walk_locked
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_page_sector
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] offset_to_swap_extent
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_swapcount
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] memcg_to_vmpressure
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] next_demotion_node
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] obj_free
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/21:1-mm  [kernel.kallsyms]      [k] psi_avgs_work
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rcu_all_qs
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] bio_end_io_acct_remapped
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] reset_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_throtl_bio
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] vma_interval_tree_iter_first
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] del_timer_sync
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_get_total_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] detach_entity_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] propagate_entity_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] set_task_cpu
     0.00%     0.00%  top              [kernel.kallsyms]      [k] proc_task_name
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/42:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] sugov_update_single_freq
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] task_tick_fair
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] perf_poll
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __page_cache_release
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __this_module+0x80000000ac73
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] put_cpu_partial
     0.00%     0.00%  kworker/u96:1-e  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_da_get_block_prep
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] update_rq_clock
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rb_next
     0.00%     0.00%  kworker/40:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/40:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/40:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/40:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/5:2-cgr  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/5:2-cgr  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/5:2-cgr  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/5:2-cgr  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/5:2-cgr  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] deferred_split_huge_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] sock_prot_inuse_add
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __sock_create
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __sys_socket
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_socket
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/32     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] enqueue_timer
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] __queue_delayed_work
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] add_timer_on
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] queue_delayed_work_on
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_shrinker_count
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] free_zspage
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] enqueue_task
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ttwu_do_activate
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] move_freepages_block
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] steal_suitable_fallback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_clock_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] common_nsleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_nanosleep
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_nanosleep
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] split_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __udp4_lib_rcv
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_local_deliver
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_local_deliver_finish
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_protocol_deliver_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ip_sublist_rcv_finish
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __d_lookup
     0.00%     0.00%  kworker/45:1-mm  [kernel.kallsyms]      [k] kthread
