# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25143269676548
#
# Children      Self  Command          Shared Object          Symbol                                          
# ........  ........  ...............  .....................  ................................................
#
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] __device_release_driver
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] bus_remove_device
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] device_del
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] device_release_driver
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] dpm_sysfs_remove
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] kernfs_remove_by_name_ns
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] sysfs_unmerge_group
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] usb_disable_device
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] usb_disconnect.cold
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] usb_unbind_interface
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] scan_swap_map_try_ssd_cluster
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] xas_create_range
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] plist_requeue
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zswap_frontswap_store
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] lru_add_drain_cpu
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] cpumask_next_and
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_swapcount
     0.00%     0.00%  redis-server     [unknown]              [.] 0000000000000000
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] free_pcp_prepare
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] insert_zspage
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __queue_work
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_not_mapped
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_partial_node.part.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __bitmap_or
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_start
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] blk_queue_exit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] zram_free_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] hrtimer_interrupt
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __x2apic_send_IPI_dest
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] wb_workfn
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] wb_writeback
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] put_dec_trunc8
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] wake_up_q
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] clear_page_erms
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] node_page_state
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] fput
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __part_start_io_acct
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] disk_start_io_acct
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_iter
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __smp_call_single_queue
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_perform_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __d_lookup
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_stat_update48
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] put_swap_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_inode_csum
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] do_page_add_anon_rmap
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] page_add_anon_rmap
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blk_queue_enter
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] cpumask_any_but
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] llist_add_batch
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] rmap_walk_file
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vmpressure
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_range_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] scan_swap_map_try_ssd_cluster
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __part_end_io_acct
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __page_cache_release
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] clean_page_buffers
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] ktime_get_with_offset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __ext4_journal_start_sb
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] irq_work_tick
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irq_enter_rcu
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] list_lru_count_one
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] super_cache_count
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_pid_permission
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_range_alloc
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] rcu_implicit_dynticks_qs
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_swap_device
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __x64_sys_getpid
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rotate_reclaimable_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] arch_local_irq_enable
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmap_walk_file
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] i40e_update_eth_stats
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kvfree
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpumask_next_and
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] poll_freewait
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __ext4_get_inode_loc
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_get_inode_loc
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_reserve_inode_write
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  rs:main Q:Reg    [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  systemd          [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] lookup_fast
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] vsnprintf
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] seq_printf
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] show_stat
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] flush_tlb_batched_pending
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_forward
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __legitimize_mnt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mntput
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_epoll_wait
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] do_try_to_free_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] shrink_node
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] try_to_free_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] format_decode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] smp_call_function_single_async
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] detach_entity_cfs_rq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] wait_on_page_bit_common
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] free_pcp_prepare
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] device_add
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] hub_event
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]      [k] usb_new_device.cold
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] invoke_rcu_core
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queue_work_on
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/16     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/13:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] legitimize_mnt
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_vsyscall
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __do_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_newfstatat
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vfs_statx
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] _find_first_bit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __seccomp_filter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vma_migratable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rb_erase
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] error_return
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] drain_local_pages_wq
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] drain_pages_zone
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] free_pcppages_bulk
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] smp_call_function_single_async
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] __writeback_single_inode
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] do_writepages
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] ext4_writepages
     0.00%     0.00%  kworker/u97:6-f  [kernel.kallsyms]      [k] writeback_sb_inodes
     0.00%     0.00%  migration/1      [kernel.kallsyms]      [k] stop_machine_yield
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] balance_fair
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/46     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vma_migratable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pfn_pte
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] path_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_enqueue
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] security_file_open
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] migrate_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] move_to_new_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_futex
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __x64_sys_futex
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] jbd2__journal_start
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] put_cred_rcu
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __put_cred
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] revert_creds
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] tick_sched_handle
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] tick_sched_timer
     0.00%     0.00%  kworker/u98:2-f  [kernel.kallsyms]      [k] update_process_times
     0.00%     0.00%  kworker/32:1+ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/32:1+ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/32:1+ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/32:1+ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] process_timeout
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] kmem_cache_free
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] step_into
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_wakeup
     0.00%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/3:1-mm_  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  ksoftirqd/2      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/6:2-mm_  [kernel.kallsyms]      [k] device_unregister
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_dentry_open
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] vfs_open
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] putback_zspage
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] apparmor_file_free_security
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] security_file_free
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_curr_fair
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] alloc_pages_vma
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mem_cgroup_calculate_protection
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] active_load_balance_cpu_stop
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] migration_cpu_stop
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] move_queued_task
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/6      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] core_get_val
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] llist_reverse_order
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blk_queue_exit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __read_swap_cache_async
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] swapin_readahead
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] has_bh_in_lru
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] invalidate_bh_lrus
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] lockref_put_return
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] isolate_zspage
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mark_buffer_dirty
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __block_commit_write.constprop.0.isra.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] policy_nodemask
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] crypto_comp_decompress
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] remove_wait_queue
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __fget_light
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] raw_spin_rq_unlock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __x2apic_send_IPI_dest
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] rcu_all_qs
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_journal_check_start
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] shrink_lruvec
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] numa_migrate_prep
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_nmi_exit
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __this_module+0x80000000653f
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] kstat_irqs_usr
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_report_qs_rnp
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_call_function
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] terminate_walk
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] file_modified
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] file_update_time
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] generic_update_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] try_to_migrate
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] watchdog_timer_fn
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] resched_curr
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  memtier_benchma  libc.so.6              [.] 0x00000000000a6bc9
     0.00%     0.00%  top              [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  top              [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_spin_unlock
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_read
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] ksys_read
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/0      [kernel.kallsyms]      [k] smpboot_thread_fn
